TimeStamps,ACCEL_X,ACCEL_Y,ACCEL_Z,GYRO_X,GYRO_Y,GYRO_Z,Trial,Activity
2018/7/4 12:04:20,-0.938,-0.433,-0.204,202.5,30.244,-78.049,1,1
2018/7/4 12:04:20,-0.943,-0.003,0.106,47.683,-9.634,-55,1,1
2018/7/4 12:04:20,-0.82,-0.422,-0.063,-122.073,-27.5,-32.317,1,1
2018/7/4 12:04:20,-0.82,-0.422,-0.063,-56.524,-21.402,-10.793,1,1
2018/7/4 12:04:20,-0.794,-0.484,-0.012,6.341,-13.659,48.11,1,1
2018/7/4 12:04:20,-0.788,-0.668,-0.026,2.744,-22.805,85.976,1,1
2018/7/4 12:04:20,-0.819,-0.837,-0.044,132.866,-8.902,94.695,1,1
2018/7/4 12:04:20,-0.84,-0.794,0.178,229.512,7.195,97.195,1,1
2018/7/4 12:04:37,-1.006,-0.269,0.151,-1.707,-1.098,4.756,2,1
2018/7/4 12:04:37,-0.996,-0.283,0.121,-0.793,-2.622,6.341,2,1
2018/7/4 12:04:37,-0.996,-0.283,0.121,0.244,-4.939,8.659,2,1
2018/7/4 12:04:37,-0.979,-0.283,0.113,-9.573,-7.561,9.268,2,1
2018/7/4 12:04:37,-0.954,-0.295,0.103,-13.841,-6.585,7.5,2,1
2018/7/4 12:04:37,-0.954,-0.295,0.103,-14.573,-3.659,6.463,2,1
2018/7/4 12:04:38,-0.961,-0.299,0.062,-17.073,0.854,6.22,2,1
2018/7/4 12:04:38,-0.971,-0.328,0.037,-19.634,14.39,6.22,2,1
2018/7/4 12:04:56,-0.943,-0.285,0.073,-33.659,-12.988,-1.768,3,1
2018/7/4 12:04:56,-0.931,-0.325,0.047,-14.756,-0.061,2.744,3,1
2018/7/4 12:04:56,-0.931,-0.325,0.047,10.671,9.329,9.085,3,1
2018/7/4 12:04:56,-0.974,-0.307,0.105,24.756,16.646,13.78,3,1
2018/7/4 12:04:56,-0.974,-0.307,0.105,27.134,20.122,14.634,3,1
2018/7/4 12:04:56,-0.997,-0.283,0.165,17.866,21.098,10.976,3,1
2018/7/4 12:04:56,-0.997,-0.283,0.165,4.878,23.049,4.756,3,1
2018/7/4 12:04:56,-0.988,-0.291,0.186,13.841,26.829,-4.512,3,1
2018/7/4 12:04:56,-0.982,-0.271,0.195,16.585,25.427,-0.671,3,1
2018/7/4 12:04:56,-0.982,-0.271,0.195,5.793,25.61,10.183,3,1
2018/7/4 12:04:56,-0.958,-0.347,0.258,-7.622,21.768,34.512,3,1
2018/7/4 12:04:56,-0.962,-0.319,0.536,28.72,3.232,43.72,3,1
2018/7/4 12:05:19,-1.16,0.08,0.765,19.451,-15.488,4.207,1,2
2018/7/4 12:05:19,-0.903,-0.217,0.284,-78.232,-26.402,12.744,1,2
2018/7/4 12:05:19,-0.903,-0.217,0.284,-53.902,-12.378,19.756,1,2
2018/7/4 12:05:19,-0.982,-0.436,-0.015,17.378,-10.122,41.159,1,2
2018/7/4 12:05:19,-1.053,-0.296,0.133,33.598,-19.573,63.537,1,2
2018/7/4 12:05:19,-1.053,-0.296,0.133,12.744,-18.78,50,1,2
2018/7/4 12:05:19,-0.958,-0.291,0.153,-6.037,-11.341,24.573,1,2
2018/7/4 12:05:19,-0.958,-0.291,0.153,-9.573,-4.756,4.268,1,2
2018/7/4 12:05:39,-0.618,-0.948,-0.65,-159.024,-117.744,-270.549,2,2
2018/7/4 12:05:39,-0.618,-0.948,-0.65,-214.451,-50.305,-318.72,2,2
2018/7/4 12:05:39,-0.323,-0.772,-0.44,-255.915,33.354,-323.354,2,2
2018/7/4 12:05:39,-0.323,-0.772,-0.44,-200.183,84.512,-269.268,2,2
2018/7/4 12:05:40,-0.607,-1.104,0.227,-106.159,72.927,-202.317,2,2
2018/7/4 12:05:40,-0.607,-1.104,0.227,-42.012,30.122,-136.402,2,2
2018/7/4 12:05:40,-0.735,-0.403,0.455,-63.78,-98.537,132.866,2,2
2018/7/4 12:05:40,-0.397,-0.597,-0.093,159.939,20.793,161.768,2,2
2018/7/4 12:05:40,-0.397,-0.597,-0.093,511.585,30.549,220.793,2,2
2018/7/4 12:05:40,-0.715,0.018,-0.118,412.805,40.488,331.098,2,2
2018/7/4 12:05:40,-0.715,0.018,-0.118,277.439,135.061,368.293,2,2
2018/7/4 12:05:40,-1.934,-0.006,0.245,13.659,213.72,371.585,2,2
2018/7/4 12:05:58,-0.966,-0.351,0.162,-5.549,8.963,17.988,3,2
2018/7/4 12:05:58,-0.966,-0.351,0.162,-5.549,8.963,17.988,3,2
2018/7/4 12:05:58,-0.966,-0.351,0.162,27.805,15.305,28.049,3,2
2018/7/4 12:05:58,-1.003,-0.259,0.221,-0.915,4.451,23.72,3,2
2018/7/4 12:05:58,-1.003,-0.259,0.221,-28.11,-0.122,12.256,3,2
2018/7/4 12:05:58,-0.954,-0.314,0.189,-38.72,-2.073,4.512,3,2
2018/7/4 12:05:58,-0.954,-0.314,0.189,-32.073,1.22,3.902,3,2
2018/7/4 12:05:58,-0.952,-0.333,0.182,-2.561,10.488,15.305,3,2
2018/7/4 12:06:21,-1.17,-0.063,0.475,16.098,56.524,5.671,1,3
2018/7/4 12:06:21,-1.043,-0.416,0.505,-247.561,-43.78,-18.476,1,3
2018/7/4 12:06:21,-1.043,-0.416,0.505,-112.012,-43.415,15.061,1,3
2018/7/4 12:06:21,-0.93,-0.482,0.098,71.463,-14.634,27.012,1,3
2018/7/4 12:06:21,-0.998,-0.27,0.151,45.427,-16.098,28.537,1,3
2018/7/4 12:06:21,-0.998,-0.27,0.151,0.488,-24.146,22.805,1,3
2018/7/4 12:06:21,-1,-0.332,0.192,-32.561,-28.049,10.183,1,3
2018/7/4 12:06:21,-0.976,-0.373,0.133,-39.024,-22.134,-7.5,1,3
2018/7/4 12:06:21,-0.976,-0.373,0.133,-32.012,-18.841,-12.561,1,3
2018/7/4 12:06:21,-0.947,-0.346,0.124,-29.024,-13.659,-17.439,1,3
2018/7/4 12:06:21,-0.947,-0.346,0.124,-24.085,-4.817,-21.829,1,3
2018/7/4 12:06:21,-0.982,-0.332,0.133,-7.866,7.988,-20.244,1,3
2018/7/4 12:06:21,-0.944,-0.27,0.172,3.232,13.171,-13.78,1,3
2018/7/4 12:06:40,-1.292,-0.147,-0.011,10.61,-122.195,102.683,2,3
2018/7/4 12:06:41,-1.457,-0.324,-0.277,-253.11,-177.073,36.585,2,3
2018/7/4 12:06:41,-1.457,-0.324,-0.277,-406.829,-150.549,-93.049,2,3
2018/7/4 12:06:41,-1.053,-0.504,0.018,-299.085,-40.305,-176.829,2,3
2018/7/4 12:06:41,-1.053,-0.504,0.018,-88.11,44.939,-172.683,2,3
2018/7/4 12:06:41,-1.009,-0.507,-0.231,257.195,56.646,-110.915,2,3
2018/7/4 12:06:41,-0.812,-0.064,0.105,243.171,28.659,-55.305,2,3
2018/7/4 12:06:41,-0.812,-0.064,0.105,107.866,14.817,-9.146,2,3
2018/7/4 12:06:41,-0.685,-0.072,0.337,-39.451,27.195,19.695,2,3
2018/7/4 12:06:41,-0.685,-0.072,0.337,-99.878,46.707,55.244,2,3
2018/7/4 12:06:41,-1.004,-0.445,0.325,19.451,80.976,152.073,2,3
2018/7/4 12:06:41,-1.325,-0.382,0.332,72.683,61.159,144.146,2,3
2018/7/4 12:07:00,-0.949,-0.062,0.264,91.707,-23.354,99.695,3,3
2018/7/4 12:07:01,-0.949,-0.062,0.264,-146.829,-66.159,124.817,3,3
2018/7/4 12:07:01,-1.271,-0.44,-0.286,-435.915,-156.281,22.439,3,3
2018/7/4 12:07:01,-0.85,-0.681,-0.251,-493.354,-127.073,-93.537,3,3
2018/7/4 12:07:01,-0.85,-0.681,-0.251,-358.049,-29.085,-137.073,3,3
2018/7/4 12:07:01,-0.802,-0.757,-0.095,-92.683,87.378,-84.085,3,3
2018/7/4 12:07:01,-0.95,-0.406,-0.036,448.232,141.707,-20.61,3,3
2018/7/4 12:07:01,-1.015,0.088,0.313,292.5,99.024,-12.622,3,3
2018/7/4 12:07:22,-0.95,-0.359,0.144,21.098,15.671,22.622,1,4
2018/7/4 12:07:22,-0.965,-0.337,0.2,23.537,20.061,19.817,1,4
2018/7/4 12:07:22,-0.965,-0.337,0.2,23.354,22.5,13.171,1,4
2018/7/4 12:07:22,-0.981,-0.318,0.228,22.073,21.768,5.122,1,4
2018/7/4 12:07:22,-0.981,-0.318,0.228,18.354,18.72,-2.317,1,4
2018/7/4 12:07:22,-1.007,-0.302,0.234,13.232,13.78,-7.622,1,4
2018/7/4 12:07:22,-1.026,-0.287,0.21,-10,2.622,-10.366,1,4
2018/7/4 12:07:41,-0.893,-0.218,0.263,17.5,7.195,-41.341,2,4
2018/7/4 12:07:41,-0.893,-0.218,0.263,13.659,11.28,-13.171,2,4
2018/7/4 12:07:41,-0.896,-0.26,0.264,0.793,13.841,18.537,2,4
2018/7/4 12:07:41,-0.896,-0.26,0.264,-5.732,16.646,47.622,2,4
2018/7/4 12:07:41,-0.975,-0.294,0.276,10.061,11.951,89.634,2,4
2018/7/4 12:07:41,-1.067,-0.265,0.282,-13.415,14.024,94.085,2,4
2018/7/4 12:08:00,-0.311,-0.539,0.047,290.793,-57.134,22.927,3,4
2018/7/4 12:08:00,-0.311,-0.539,0.047,276.098,8.354,189.024,3,4
2018/7/4 12:08:00,-0.823,-0.52,0.086,312.683,143.354,300.732,3,4
2018/7/4 12:08:00,-1.659,-0.206,0.108,229.695,205.854,331.951,3,4
2018/7/4 12:08:00,-1.659,-0.206,0.108,68.72,196.768,319.268,3,4
2018/7/4 12:08:00,-1.875,-0.307,0.208,-60.976,137.256,256.098,3,4
2018/7/4 12:08:00,-1.298,-0.374,0.299,-51.768,40,77.195,3,4
2018/7/4 12:08:00,-1.298,-0.374,0.299,-63.11,30.244,5.976,3,4
2018/7/4 12:08:00,-0.994,-0.372,0.2,-107.134,12.317,-24.085,3,4
2018/7/4 12:08:21,-0.982,-0.336,0.168,8.11,5.854,-23.72,1,5
2018/7/4 12:08:21,-0.998,-0.323,0.177,7.561,6.22,-29.878,1,5
2018/7/4 12:08:21,-0.998,-0.323,0.177,8.171,5.732,-34.512,1,5
2018/7/4 12:08:21,-0.997,-0.307,0.188,13.354,6.159,-35.427,1,5
2018/7/4 12:08:21,-0.997,-0.307,0.188,18.659,4.39,-34.512,1,5
2018/7/4 12:08:21,-0.992,-0.27,0.198,10.671,-0.427,-26.829,1,5
2018/7/4 12:08:21,-0.958,-0.262,0.191,-1.159,-3.232,-18.963,1,5
2018/7/4 12:08:39,-0.996,0.459,0.043,547.134,111.159,-61.402,2,5
2018/7/4 12:08:39,-0.996,0.459,0.043,547.134,111.159,-61.402,2,5
2018/7/4 12:08:39,-0.996,0.459,0.043,276.402,23.841,-163.963,2,5
2018/7/4 12:08:39,-0.752,0.044,0.632,-315.122,-62.683,-34.878,2,5
2018/7/4 12:08:39,-1.079,-0.489,-0.022,-127.744,-72.622,23.78,2,5
2018/7/4 12:08:39,-1.079,-0.489,-0.022,-89.146,-49.024,-17.927,2,5
2018/7/4 12:09:03,-0.943,-0.229,0.197,54.512,0.061,-23.049,3,5
2018/7/4 12:09:03,-0.919,-0.242,0.204,13.476,-1.463,-11.646,3,5
2018/7/4 12:09:03,-0.919,-0.242,0.204,-13.476,-2.683,-1.951,3,5
2018/7/4 12:09:03,-0.932,-0.311,0.196,-20.427,0,6.951,3,5
2018/7/4 12:09:03,-0.932,-0.311,0.196,-15.427,4.024,15.183,3,5
2018/7/4 12:09:03,-0.957,-0.318,0.201,-14.573,6.951,21.524,3,5
2018/7/4 12:09:03,-0.975,-0.342,0.204,-30,13.354,35.732,3,5
2018/7/4 12:09:03,-0.975,-0.342,0.204,-30.671,16.646,41.037,3,5
2018/7/4 12:09:03,-0.961,-0.352,0.207,-30.488,15.549,39.756,3,5
2018/7/4 12:13:54,-0.958,-0.396,0.193,-109.512,-40,-22.744,1,7
2018/7/4 12:13:54,-0.958,-0.396,0.193,-65.61,-23.963,-18.049,1,7
2018/7/4 12:13:54,-0.943,-0.354,0.271,-18.049,-9.817,-7.5,1,7
2018/7/4 12:13:54,-0.943,-0.354,0.271,-3.476,-12.622,2.256,1,7
2018/7/4 12:13:54,-0.918,-0.312,0.256,-52.012,-19.756,23.659,1,7
2018/7/4 12:13:54,-0.952,-0.396,0.243,-44.085,-21.585,36.098,1,7
2018/7/4 12:13:54,-0.954,-0.433,0.209,-39.939,-18.659,35.793,1,7
2018/7/4 12:13:54,-0.954,-0.433,0.209,-31.463,-14.512,32.134,1,7
2018/7/4 12:13:54,-0.942,-0.44,0.195,-21.89,-11.524,26.951,1,7
2018/7/4 12:13:54,-0.942,-0.44,0.195,-20,-7.866,20.854,1,7
2018/7/4 12:13:54,-0.938,-0.442,0.213,-1.829,4.939,-7.439,1,7
2018/7/4 12:13:54,-0.937,-0.409,0.244,0.183,6.159,-12.256,1,7
2018/7/4 12:13:54,-0.937,-0.409,0.244,2.683,6.463,-16.341,1,7
2018/7/4 12:13:55,-0.947,-0.39,0.261,2.744,5.244,-19.817,1,7
2018/7/4 12:13:55,-0.97,-0.383,0.262,3.415,3.659,-19.451,1,7
2018/7/4 12:13:55,-0.97,-0.383,0.262,4.085,2.195,-16.28,1,7
2018/7/4 12:13:55,-0.943,-0.368,0.262,7.805,0.488,-12.256,1,7
2018/7/4 12:13:55,-0.929,-0.365,0.243,4.939,-3.293,-1.585,1,7
2018/7/4 12:13:55,-0.929,-0.365,0.243,-0.427,-5.244,2.866,1,7
2018/7/4 12:13:55,-0.936,-0.383,0.213,-4.512,-6.037,5,1,7
2018/7/4 12:13:55,-0.936,-0.383,0.213,-6.037,-5.122,5.488,1,7
2018/7/4 12:13:55,-0.94,-0.401,0.202,-6.22,-0.305,8.354,1,7
2018/7/4 12:13:55,-0.931,-0.408,0.214,-0.732,2.256,10.061,1,7
2018/7/4 12:13:55,-0.931,-0.408,0.214,2.073,4.817,10.793,1,7
2018/7/4 12:13:55,-0.944,-0.409,0.229,2.012,5.671,10.976,1,7
2018/7/4 12:13:55,-0.944,-0.409,0.229,2.012,5.061,10,1,7
2018/7/4 12:13:55,-0.952,-0.413,0.241,1.159,4.329,7.195,1,7
2018/7/4 12:13:55,-0.94,-0.402,0.242,1.463,1.463,-0.854,1,7
2018/7/4 12:13:55,-0.94,-0.402,0.242,-0.793,-0.183,-4.268,1,7
2018/7/4 12:13:55,-0.963,-0.397,0.231,-2.805,-0.061,-5.793,1,7
2018/7/4 12:13:55,-0.947,-0.381,0.247,-1.585,-1.463,-4.817,1,7
2018/7/4 12:13:55,-0.947,-0.381,0.247,3.354,-1.463,-5.732,1,7
2018/7/4 12:13:56,-0.947,-0.381,0.247,0.976,-3.11,-5.366,1,7
2018/7/4 12:13:56,-0.961,-0.383,0.24,-0.305,-4.573,-4.268,1,7
2018/7/4 12:13:56,-0.961,-0.383,0.24,0.61,-3.476,-2.866,1,7
2018/7/4 12:13:56,-0.961,-0.387,0.244,6.768,-1.829,1.829,1,7
2018/7/4 12:13:56,-0.929,-0.374,0.261,8.171,-1.829,3.659,1,7
2018/7/4 12:13:56,-0.948,-0.389,0.263,2.012,-3.537,7.195,1,7
2018/7/4 12:13:56,-0.948,-0.389,0.263,-0.854,-3.963,7.988,1,7
2018/7/4 12:13:56,-0.964,-0.404,0.265,-3.232,-6.22,6.463,1,7
2018/7/4 12:13:56,-0.964,-0.404,0.265,-4.024,-7.683,1.646,1,7
2018/7/4 12:13:56,-0.912,-0.381,0.267,-3.841,-8.232,-3.537,1,7
2018/7/4 12:13:56,-0.905,-0.384,0.257,-5.366,-7.561,0,1,7
2018/7/4 12:13:56,-0.905,-0.384,0.257,-4.268,-5.793,4.146,1,7
2018/7/4 12:13:56,-0.931,-0.403,0.26,-2.561,-3.232,5.305,1,7
2018/7/4 12:13:56,-0.925,-0.395,0.27,1.341,-1.098,0.732,1,7
2018/7/4 12:13:56,-0.925,-0.395,0.27,1.341,-0.427,-0.244,1,7
2018/7/4 12:13:56,-0.923,-0.393,0.271,-1.646,0.122,-0.183,1,7
2018/7/4 12:13:56,-0.923,-0.393,0.271,-0.854,0.976,0,1,7
2018/7/4 12:13:56,-0.933,-0.396,0.277,0.854,1.707,-1.037,1,7
2018/7/4 12:13:56,-0.929,-0.385,0.288,4.939,2.988,-0.915,1,7
2018/7/4 12:13:56,-0.929,-0.385,0.288,2.439,2.988,-0.244,1,7
2018/7/4 12:13:57,-0.93,-0.39,0.284,-0.183,1.646,-2.317,1,7
2018/7/4 12:13:57,-0.931,-0.388,0.275,-0.244,1.402,-2.866,1,7
2018/7/4 12:13:57,-0.928,-0.389,0.27,-1.098,2.012,-2.134,1,7
2018/7/4 12:13:57,-0.928,-0.389,0.27,0.61,2.866,-1.829,1,7
2018/7/4 12:13:57,-0.942,-0.394,0.27,1.037,3.354,-1.524,1,7
2018/7/4 12:13:57,-0.943,-0.393,0.27,0.366,2.439,-1.098,1,7
2018/7/4 12:13:57,-0.943,-0.393,0.27,0,2.134,-1.098,1,7
2018/7/4 12:13:57,-0.934,-0.387,0.272,0.061,2.073,-1.22,1,7
2018/7/4 12:13:57,-0.934,-0.387,0.272,-2.134,0.61,-0.244,1,7
2018/7/4 12:13:57,-0.941,-0.395,0.263,-2.622,1.098,0.305,1,7
2018/7/4 12:13:57,-0.938,-0.394,0.257,-2.622,1.159,-0.244,1,7
2018/7/4 12:13:57,-0.936,-0.394,0.257,-3.232,2.012,1.524,1,7
2018/7/4 12:13:57,-0.936,-0.394,0.257,-3.11,2.012,2.561,1,7
2018/7/4 12:13:57,-0.939,-0.399,0.257,-3.476,2.073,2.744,1,7
2018/7/4 12:13:57,-0.939,-0.399,0.257,-3.293,2.439,2.805,1,7
2018/7/4 12:13:57,-0.942,-0.402,0.262,-1.402,2.439,3.049,1,7
2018/7/4 12:13:57,-0.945,-0.403,0.267,-1.402,1.524,2.378,1,7
2018/7/4 12:13:57,-0.945,-0.403,0.267,-0.427,0.854,2.012,1,7
2018/7/4 12:13:57,-0.939,-0.398,0.261,-2.744,-1.951,0.244,1,7
2018/7/4 12:13:58,-0.939,-0.398,0.261,-7.134,-3.415,-1.829,1,7
2018/7/4 12:13:58,-0.94,-0.396,0.241,-6.707,-2.988,-3.11,1,7
2018/7/4 12:13:58,-0.927,-0.4,0.235,-3.537,-1.037,1.22,1,7
2018/7/4 12:13:58,-0.927,-0.4,0.235,1.463,1.22,3.963,1,7
2018/7/4 12:13:58,-0.932,-0.409,0.245,2.012,2.256,4.817,1,7
2018/7/4 12:13:58,-0.937,-0.403,0.247,0.183,1.463,-3.598,1,7
2018/7/4 12:13:58,-0.931,-0.39,0.246,0.122,1.28,-3.78,1,7
2018/7/4 12:13:58,-0.931,-0.39,0.246,0.305,1.829,-2.561,1,7
2018/7/4 12:13:58,-0.936,-0.393,0.239,-0.854,1.646,-1.037,1,7
2018/7/4 12:13:58,-0.942,-0.397,0.238,1.707,3.354,1.037,1,7
2018/7/4 12:13:58,-0.942,-0.397,0.238,1.098,3.171,1.037,1,7
2018/7/4 12:13:58,-0.936,-0.391,0.234,1.098,3.659,0.915,1,7
2018/7/4 12:13:58,-0.942,-0.39,0.224,1.341,4.878,1.585,1,7
2018/7/4 12:13:58,-0.924,-0.383,0.215,9.024,8.963,1.646,1,7
2018/7/4 12:13:58,-0.938,-0.379,0.189,9.085,11.037,1.037,1,7
2018/7/4 12:13:59,-0.974,-0.394,0.167,12.561,17.195,1.159,1,7
2018/7/4 12:13:59,-0.974,-0.394,0.167,19.817,20.427,2.134,1,7
2018/7/4 12:13:59,-0.983,-0.362,0.176,25.61,24.085,2.073,1,7
2018/7/4 12:13:59,-0.983,-0.362,0.176,25.976,24.39,1.89,1,7
2018/7/4 12:13:59,-1.009,-0.333,0.204,-10.671,8.232,9.329,1,7
2018/7/4 12:13:59,-0.982,-0.388,0.205,-14.207,4.817,12.927,1,7
2018/7/4 12:13:59,-0.982,-0.388,0.205,0.915,8.354,13.78,1,7
2018/7/4 12:13:59,-0.959,-0.385,0.209,22.5,9.756,11.951,1,7
2018/7/4 12:13:59,-0.992,-0.37,0.22,35.061,9.451,14.329,1,7
2018/7/4 12:13:59,-0.992,-0.37,0.22,37.073,5.793,13.78,1,7
2018/7/4 12:13:59,-0.999,-0.322,0.203,28.11,-3.902,5.976,1,7
2018/7/4 12:13:59,-0.881,-0.343,0.14,-18.354,-9.634,-18.963,1,7
2018/7/4 12:13:59,-0.881,-0.343,0.14,-7.927,0.854,-15.732,1,7
2018/7/4 12:13:59,-0.822,-0.42,0.13,32.256,15.549,2.5,1,7
2018/7/4 12:13:59,-0.822,-0.42,0.13,77.256,31.646,23.232,1,7
2018/7/4 12:13:59,-0.991,-0.445,0.189,111.402,44.451,33.537,1,7
2018/7/4 12:13:59,-1.149,-0.374,0.226,150.061,33.476,12.622,1,7
2018/7/4 12:13:59,-1.149,-0.374,0.226,134.817,13.476,-14.207,1,7
2018/7/4 12:13:59,-1.088,-0.229,0.246,87.988,-8.72,-40.915,1,7
2018/7/4 12:13:59,-1.088,-0.229,0.246,28.232,-28.171,-60.366,1,7
2018/7/4 12:13:59,-0.985,-0.248,0.189,-18.72,-41.28,-67.805,1,7
2018/7/4 12:14:00,-0.985,-0.248,0.189,-43.049,-48.659,-64.695,1,7
2018/7/4 12:14:00,-0.884,-0.292,0.117,-65.244,-37.256,-42.744,1,7
2018/7/4 12:14:00,-0.883,-0.365,0.126,-46.341,-17.988,-23.78,1,7
2018/7/4 12:14:00,-0.958,-0.312,0.182,17.561,17.195,19.39,1,7
2018/7/4 12:14:00,-0.982,-0.305,0.214,-5.244,18.476,27.988,1,7
2018/7/4 12:14:00,-0.982,-0.305,0.214,-19.207,18.963,38.537,1,7
2018/7/4 12:14:00,-0.983,-0.378,0.217,-14.695,22.5,48.78,1,7
2018/7/4 12:14:00,-0.983,-0.378,0.217,-1.951,25.671,55.427,1,7
2018/7/4 12:14:00,-0.996,-0.398,0.236,14.268,25.183,55.427,1,7
2018/7/4 12:14:00,-0.998,-0.4,0.248,15.793,20.549,47.5,1,7
2018/7/4 12:14:00,-0.998,-0.4,0.248,12.988,13.598,35.366,1,7
2018/7/4 12:14:00,-0.989,-0.406,0.241,9.024,6.585,20.854,1,7
2018/7/4 12:14:00,-0.989,-0.406,0.241,6.707,-0.305,6.037,1,7
2018/7/4 12:14:00,-0.982,-0.399,0.218,9.024,-10.061,-18.537,1,7
2018/7/4 12:14:00,-0.98,-0.375,0.21,17.012,-12.805,-26.646,1,7
2018/7/4 12:14:00,-0.98,-0.375,0.21,23.171,-15.549,-33.049,1,7
2018/7/4 12:14:00,-1.016,-0.323,0.206,22.134,-21.463,-38.415,1,7
2018/7/4 12:14:00,-1.016,-0.323,0.206,11.28,-27.988,-43.476,1,7
2018/7/4 12:14:00,-1.012,-0.297,0.168,-18.293,-30.671,-53.11,1,7
2018/7/4 12:14:01,-0.953,-0.303,0.154,-20.427,-25.976,-52.744,1,7
2018/7/4 12:14:01,-0.953,-0.303,0.154,-13.72,-18.232,-46.646,1,7
2018/7/4 12:14:01,-0.901,-0.271,0.178,-7.256,-10.427,-35.366,1,7
2018/7/4 12:14:01,-0.904,-0.263,0.198,-31.524,4.329,19.268,1,7
